Category 1,Category 2,Indicator short code,Indicator name,Indicator units,Indicator currency
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_pvtd_usd2019,"Domestic Private Expenditure on Day curative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_pvtd_usd2019,"Domestic Private Expenditure on Outpatient curative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_pvtd_usd2019,"Domestic Private Expenditure on General outpatient curative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_pvtd_usd2019,"Domestic Private Expenditure on Dental outpatient curative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_pvtd_usd2019,"Domestic Private Expenditure on Specialised outpatient curative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_pvtd_usd2019,"Domestic Private Expenditure on Outpatient curative care n.e.c., in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_pvtd_usd2019,"Domestic Private Expenditure on Home-based curative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_pvtd_usd2019,"Domestic Private Expenditure on Other curative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_pvtd_usd2019,"Domestic Private Expenditure on Rehabilitative care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_pvtd_usd2019,"Domestic Private Expenditure on Long-term care (health), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_pvtd_usd2019,"Domestic Private Expenditure on Inpatient long-term care (health), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_pvtd_usd2019,"Domestic Private Expenditure on Day long-term care (health), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_pvtd_usd2019,"Domestic Private Expenditure on Outpatient long-term care (health), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_pvtd_usd2019,"Domestic Private Expenditure on Home-based long-term care (health), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_pvtd_usd2019,"Domestic Private Expenditure on Other Long-Term Care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_pvtd_usd2019,"Domestic Private Expenditure on Ancillary services (non-specified by function), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_pvtd_usd2019,"Domestic Private Expenditure on Medical goods (non-specified by function), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_pvtd_usd2019,"Domestic Private Expenditure on Preventive care, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_pvtd_usd2019,"Domestic Private Expenditure on Immunization Programmes, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_pvtd_usd2019,"Domestic Private Expenditure on Governance, health system & financing administration, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_pvtd_usd2019,"Domestic Private Expenditure on Other health care services (n.e.c.), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_usd2019,"Current health expenditure by Diseases and Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_usd2019,"Infectious and Parasitic Diseases, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_usd2019,"HIV/AIDS and Other Sexually Transmitted Diseases (STDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_usd2019,"Tuberculosis (TB), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_usd2019,"Malaria, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_usd2019,"Neglected Tropical Diseases (NTDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_usd2019,"Reproductive Health, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_usd2019,"Maternal Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_usd2019,"Contraceptive Management (Family Planning), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_usd2019,"Nutritional Deficiencies, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_usd2019,"Noncommunicable Diseases (NCDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_usd2019,"Injuries, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_usd2019,"Other and unspecified Diseases and Conditions (n.e.c.), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_gghed_usd2019,"Domestic general government health expenditure by Diseases and Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_gghed_usd2019,"Domestic General Government Expenditure on Infectious and Parasitic Diseases, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_gghed_usd2019,"Domestic General Government Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_gghed_usd2019,"Domestic General Government Expenditure on Tuberculosis (TB), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_gghed_usd2019,"Domestic General Government Expenditure on Malaria, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_gghed_usd2019,"Domestic General Government Expenditure on Neglected Tropical Diseases (NTDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_gghed_usd2019,"Domestic General Government Expenditure on Reproductive Health, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_gghed_usd2019,"Domestic General Government Expenditure on Maternal Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_gghed_usd2019,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_gghed_usd2019,"Domestic General Government Expenditure on Nutritional Deficiencies, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_gghed_usd2019,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_gghed_usd2019,"Domestic General Government Expenditure on Injuries, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_gghed_usd2019,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_ext_usd2019,"External sources of funding by Diseases and Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_ext_usd2019,"External sources of funding on Infectious and Parasitic Diseases, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_ext_usd2019,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_ext_usd2019,"External sources of funding on Tuberculosis (TB), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_ext_usd2019,"External sources of funding on Malaria, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_ext_usd2019,"External sources of funding on Neglected Tropical Diseases (NTDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_ext_usd2019,"External sources of funding on Reproductive Health, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_ext_usd2019,"External sources of funding on Maternal Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_ext_usd2019,"External sources of funding on Contraceptive Management (Family Planning), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_ext_usd2019,"External sources of funding on Nutritional Deficiencies, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_ext_usd2019,"External sources of funding on Noncommunicable Diseases (NCDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_ext_usd2019,"External sources of funding on Injuries, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_ext_usd2019,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis_pvtd_usd2019,"Domestic Private Health expenditure by Diseases and Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis1_pvtd_usd2019,"Domestic Private Expenditure on Infectious and Parasitic Diseases, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis11_pvtd_usd2019,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis12_pvtd_usd2019,"Domestic Private Expenditure on Tuberculosis (TB), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis13_pvtd_usd2019,"Domestic Private Expenditure on Malaria, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis16_pvtd_usd2019,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis2_pvtd_usd2019,"Domestic Private Expenditure on Reproductive Health, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis21_pvtd_usd2019,"Domestic Private Expenditure on Maternal Conditions, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis23_pvtd_usd2019,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis3_pvtd_usd2019,"Domestic Private Expenditure on Nutritional Deficiencies, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis4_pvtd_usd2019,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,dis5_pvtd_usd2019,"Domestic Private Expenditure on Injuries, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,DISEASES AND CONDITIONS,disnec_pvtd_usd2019,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_usd2019,"Less than five-year-old population (< 5-y), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_gghed_usd2019,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_ext_usd2019,"External sources of funding in the less than five-year-old population (< 5-y), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,AGE,age1_pvtd_usd2019,"Domestic Private Expenditure in the less than five-year-old population (< 5-y), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_usd2019,"Capital health expenditure, in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_gghed_usd2019,"Capital Health Expenditure (Domestic Public), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_ext_usd2019,"Capital Health Expenditure (External), in million constant (2019) US$",Millions,US$ (Constant)
HEALTH EXPENDITURE DATA,CAPITAL EXPENDITURE,hk_pvtd_usd2019,"Capital Health Expenditure (Domestic Private), in million constant (2019) US$",Millions,US$ (Constant)
MACRO DATA,CONSUMPTION,gdp_usd2019,"Gross Domestic Product , in million constant (2019) US$",Millions,US$ (Constant)
MACRO DATA,CONSUMPTION,pfc_usd2019,"Final consumption expenditure of Households and profit institutions serving households, in million constant (2019) US$",Millions,US$ (Constant)
MACRO DATA,CONSUMPTION,gge_usd2019,"General government expenditure , in million constant (2019) US$",Millions,US$ (Constant)
INDICATORS,FINANCING SOURCES GROUPS,che_ppp2019,"Current Health Expenditure (CHE), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
INDICATORS,FINANCING SOURCES GROUPS,gghed_ppp2019,"Domestic General Government Health Expenditure (GGHE-D), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
INDICATORS,FINANCING SOURCES GROUPS,pvtd_ppp2019,"Domestic Private Health Expenditure (PVT-D), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
INDICATORS,FINANCING SOURCES GROUPS,ext_ppp2019,"External Health Expenditure (EXT), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs_ppp2019,"Current health expenditure by revenues of health care financing schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs1_ppp2019,"Transfers from government domestic revenue (allocated to health purposes), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs11_ppp2019,"Internal transfers and grants, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs12_ppp2019,"Transfers by government on behalf of specific groups, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs13_ppp2019,"Subsidies, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs14_ppp2019,"Other transfers from government domestic revenue, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs2_ppp2019,"Transfers distributed by government from foreign origin, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs3_ppp2019,"Social insurance contributions, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs31_ppp2019,"Social insurance contributions from employees, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs32_ppp2019,"Social insurance contributions from employers, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs33_ppp2019,"Social insurance contributions from self-employed, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs34_ppp2019,"Other social insurance contributions, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs4_ppp2019,"Compulsory prepayment (Other, and unspecified, than FS.3), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs5_ppp2019,"Voluntary prepayment, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs6_ppp2019,"Other domestic revenues n.e.c., in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs61_ppp2019,"Other revenues from households n.e.c., in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs62_ppp2019,"Other revenues from corporations n.e.c., in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs63_ppp2019,"Other revenues from NPISH n.e.c., in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs6nec_ppp2019,"Unspecified other domestic revenues (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fs7_ppp2019,"Direct foreign transfers, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,REVENUES,fsnec_ppp2019,"Unspecified revenues of health care financing schemes (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf_ppp2019,"Current health expenditure by financing schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1_ppp2019,"Government schemes and compulsory contributory health care financing schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf11_ppp2019,"Government schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12_ppp2019,"Compulsory contributory health insurance schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf121_ppp2019,"Social health insurance schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf122_ppp2019,"Compulsory private insurance schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf12nec_ppp2019,"Unspecified compulsory contributory health insurance schemes (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf13_ppp2019,"Compulsory Medical Saving Accounts (CMSA), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf1nec_ppp2019,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2_ppp2019,"Voluntary health care payment schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf21_ppp2019,"Voluntary health insurance schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf22_ppp2019,"NPISH financing schemes (including development agencies), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf23_ppp2019,"Enterprise financing schemes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf2nec_ppp2019,"Unspecified voluntary health care payment schemes (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf3_ppp2019,"Household out-of-pocket payment, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hf4_ppp2019,"Rest of the world financing schemes (non-resident), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,FINANCING SCHEMES,hfnec_ppp2019,"Unspecified financing schemes (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_ppp2019,"Current health expenditure by Health Care Functions, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_ppp2019,"Curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_ppp2019,"Inpatient curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_ppp2019,"Day curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13_ppp2019,"Outpatient curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc131_ppp2019,"General outpatient curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc132_ppp2019,"Dental outpatient curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc133_ppp2019,"Specialised outpatient curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc13nec_ppp2019,"Unspecified outpatient curative care (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc14_ppp2019,"Home-based curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1nec_ppp2019,"Unspecified curative care (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc2_ppp2019,"Rehabilitative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3_ppp2019,"Long-term care (health), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc31_ppp2019,"Inpatient long-term care (health), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc32_ppp2019,"Day long-term care (health), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc33_ppp2019,"Outpatient long-term care (health), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc34_ppp2019,"Home-based long-term care (health), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc3nec_ppp2019,"Unspecified long-term care (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc4_ppp2019,"Ancillary services (non-specified by function), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc5_ppp2019,"Medical goods (non-specified by function), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc6_ppp2019,"Preventive care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc62_ppp2019,"Immunization Programmes, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc7_ppp2019,"Governance, and health system and financing administration, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc9_ppp2019,"Other health care services not elsewhere classified (n.e.c.), in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc_gghed_ppp2019,"Domestic general government health expenditure by Health Care Functions, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc1_gghed_ppp2019,"Domestic General Government Expenditure on Curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc11_gghed_ppp2019,"Domestic General Government Expenditure on Inpatient curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
HEALTH EXPENDITURE DATA,HEALTH CARE FUNCTIONS,hc12_gghed_ppp2019,"Domestic General Government Expenditure on Day curative care, in million constant (2019) international $ (PPP)",Millions,Int$ (PPP) (Constant)
